artifact__title,artifact__title_english,artifact__summary,artifact__identifier,artifact__type,artifact__type_label,artifact__date_published,artifact__date_published_year,artifact__date_circa,artifact__uri,artifact__img,artifact__doi,artifact__publication_place,artifact__publisher,artifact__rights,artifact__rights_holder,artifact__rights_uri,artifact__tags,artifact__copyright,artifact__props__Example_Label,artifact__hidden_props__Example_Label,artifact__related_urls,artifact__isbn_online,artifact__isbn_print,artifact__issn_online,artifact__issn_print,artifact__series,artifact__people,artifact__people__author,artifact__people__editor,artifact__access_type,artifact__access_orgs,artifact__search_props__Example_Label,artifact__country,artifact__high_res_thumbnail,artifact__royalty_to_id,artifact__readable,collection__uuid,file__content_type,file__name,file__media_type,file__uuid,file__url,file__language,file__fulltext_s3_url,file__fulltext_paginated_s3_url,file__toc,file__viewer_settings,file__size,file__pages,file__key_terms,file__file_hash
Humanitarian Access SCORE Report: Gaza - the first six months,,"Beyond the cost in human lives and suffering, and the instability it brings to the wider region, the war in Gaza has had serious repercussions for international humanitarian law (IHL) and norms around humanitarian access. Since the beginning of the current conflict, precipitated by the attack on Israel by Hamas on 7 October 2023 and followed by a major military offensive by Israel, humanitarian aid for civilians entering Gaza has been far less than what is needed, with hardly any of it reaching the north. Tight restrictions on aid goods, equipment, and personnel allowed to cross into Gaza have severely limited operational capacity for distribution, and there is no protected operational space for humanitarian efforts. More than 30,000 civilian deaths have included over 150 aid workers, an unprecedented number for a single context in such a short period. The mounting scarcity, desperation, and the breakdown of civil order have meant that the small amount of aid coming into Gaza on trucks is often seized before it can be distributed in a safe and principled way. People are now struggling to meet basic survival needs, with the first deaths of children from acute dehydration and malnutrition reported in early March 2024.",,report,,2024-03-01,,,https://humanitarianoutcomes.org/SCORE_Gaza_2024,,,,,,,,,,,,,,,,,,,Abby Stoddard|Paul Harvey|Monica Czwarno|Meriah-Jo Breckenridge|Mariana Duque-Diez,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/april_09_24_score_gaza_arabic_version_7.pdf,ar,,,,,,,,
Humanitarian Surge: Stuck in a rut?,,"Increasing numbers of people are being affected by conflicts and disasters, resulting in greater humanitarian needs. Already stretched thin by the large number of chronic crises requiring an aid response year after year, the humanitarian sector is further challenged when new emergencies demand rapid scale-up in the form of ‘surge’– the ability to quickly mobilise and deploy additional financial, human, and material resources to meet needs where the existing response capacities are insufficient. Under the prevailing conditions of scarcity, surge responses to one emergency almost inevitably come at the cost of operations in another.Governments and civil society actors in the global South are pushing back against the idea that surge capacity is something to be located at the global level – that is, within the international organisations that already control most of the world’s aid resources – calling instead for investments in local, national, and regional surge capacity and more locally-led responses.This report examines the current state and perceptions of surge in the sector, the structural and organisational challenges to effectiveness, and the potential opportunities for reconceptualising surge capacity more broadly. The study is based on research involving key informant interviews, data scoping, and a desk review of grey literature and agency documents. While there are a range of definitions of ‘surge’, for the purposes of this study, it is taken to mean the provision of necessary additional capacity in the event of a crisis to alleviate human suffering to agreed standards. Surge capacity includes people, logistics capacity, assets, and finance.The rising number of emergencies suggests that future humanitarian responses will require more flexible surge capacity, which can respond within a fundamentally overstretched and underfunded system. Investments in international surge and localised capacities and responses are often framed as ‘either/or’. Developing a ‘both/and’ approach, which better supports local and national capacities to respond, while maintaining international capacity to surge, when necessary, will require a fundamental reorientation with international surge supporting and reinforcing local capacity rather than displacing it.",,report,,2024-06-01,,,https://humanitarianoutcomes.org/publications/humanitarian-surge-stuck-rut,,,,,,,,,,,,,,,,,,,Nigel Timmins|Manisha Thomas|Manuela Kurkaa Bejarano,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/ho_ukhih_surgereport_6_24_final.pdf,en,,,,,,,,
Humanitarian Surge: Stuck in a rut?,,"Increasing numbers of people are being affected by conflicts and disasters, resulting in greater humanitarian needs. Already stretched thin by the large number of chronic crises requiring an aid response year after year, the humanitarian sector is further challenged when new emergencies demand rapid scale-up in the form of ‘surge’– the ability to quickly mobilise and deploy additional financial, human, and material resources to meet needs where the existing response capacities are insufficient. Under the prevailing conditions of scarcity, surge responses to one emergency almost inevitably come at the cost of operations in another.Governments and civil society actors in the global South are pushing back against the idea that surge capacity is something to be located at the global level – that is, within the international organisations that already control most of the world’s aid resources – calling instead for investments in local, national, and regional surge capacity and more locally-led responses.This report examines the current state and perceptions of surge in the sector, the structural and organisational challenges to effectiveness, and the potential opportunities for reconceptualising surge capacity more broadly. The study is based on research involving key informant interviews, data scoping, and a desk review of grey literature and agency documents. While there are a range of definitions of ‘surge’, for the purposes of this study, it is taken to mean the provision of necessary additional capacity in the event of a crisis to alleviate human suffering to agreed standards. Surge capacity includes people, logistics capacity, assets, and finance.The rising number of emergencies suggests that future humanitarian responses will require more flexible surge capacity, which can respond within a fundamentally overstretched and underfunded system. Investments in international surge and localised capacities and responses are often framed as ‘either/or’. Developing a ‘both/and’ approach, which better supports local and national capacities to respond, while maintaining international capacity to surge, when necessary, will require a fundamental reorientation with international surge supporting and reinforcing local capacity rather than displacing it.",,report,,2024-06-01,,,https://humanitarianoutcomes.org/publications/humanitarian-surge-stuck-rut,,,,,,,,,,,,,,,,,,,Nigel Timmins|Manisha Thomas|Manuela Kurkaa Bejarano,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/french_ho_ukhih_surgereport_6_4_24.pdf,fr,,,,,,,,
Humanitarian Surge: Stuck in a rut?,,"Increasing numbers of people are being affected by conflicts and disasters, resulting in greater humanitarian needs. Already stretched thin by the large number of chronic crises requiring an aid response year after year, the humanitarian sector is further challenged when new emergencies demand rapid scale-up in the form of ‘surge’– the ability to quickly mobilise and deploy additional financial, human, and material resources to meet needs where the existing response capacities are insufficient. Under the prevailing conditions of scarcity, surge responses to one emergency almost inevitably come at the cost of operations in another.Governments and civil society actors in the global South are pushing back against the idea that surge capacity is something to be located at the global level – that is, within the international organisations that already control most of the world’s aid resources – calling instead for investments in local, national, and regional surge capacity and more locally-led responses.This report examines the current state and perceptions of surge in the sector, the structural and organisational challenges to effectiveness, and the potential opportunities for reconceptualising surge capacity more broadly. The study is based on research involving key informant interviews, data scoping, and a desk review of grey literature and agency documents. While there are a range of definitions of ‘surge’, for the purposes of this study, it is taken to mean the provision of necessary additional capacity in the event of a crisis to alleviate human suffering to agreed standards. Surge capacity includes people, logistics capacity, assets, and finance.The rising number of emergencies suggests that future humanitarian responses will require more flexible surge capacity, which can respond within a fundamentally overstretched and underfunded system. Investments in international surge and localised capacities and responses are often framed as ‘either/or’. Developing a ‘both/and’ approach, which better supports local and national capacities to respond, while maintaining international capacity to surge, when necessary, will require a fundamental reorientation with international surge supporting and reinforcing local capacity rather than displacing it.",,report,,2024-06-01,,,https://humanitarianoutcomes.org/publications/humanitarian-surge-stuck-rut,,,,,,,,,,,,,,,,,,,Nigel Timmins|Manisha Thomas|Manuela Kurkaa Bejarano,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/spanish_ho_ukhih_surgereport_6_4_24.pdf,es,,,,,,,,
Humanitarian Surge: Stuck in a rut?,,"Increasing numbers of people are being affected by conflicts and disasters, resulting in greater humanitarian needs. Already stretched thin by the large number of chronic crises requiring an aid response year after year, the humanitarian sector is further challenged when new emergencies demand rapid scale-up in the form of ‘surge’– the ability to quickly mobilise and deploy additional financial, human, and material resources to meet needs where the existing response capacities are insufficient. Under the prevailing conditions of scarcity, surge responses to one emergency almost inevitably come at the cost of operations in another.Governments and civil society actors in the global South are pushing back against the idea that surge capacity is something to be located at the global level – that is, within the international organisations that already control most of the world’s aid resources – calling instead for investments in local, national, and regional surge capacity and more locally-led responses.This report examines the current state and perceptions of surge in the sector, the structural and organisational challenges to effectiveness, and the potential opportunities for reconceptualising surge capacity more broadly. The study is based on research involving key informant interviews, data scoping, and a desk review of grey literature and agency documents. While there are a range of definitions of ‘surge’, for the purposes of this study, it is taken to mean the provision of necessary additional capacity in the event of a crisis to alleviate human suffering to agreed standards. Surge capacity includes people, logistics capacity, assets, and finance.The rising number of emergencies suggests that future humanitarian responses will require more flexible surge capacity, which can respond within a fundamentally overstretched and underfunded system. Investments in international surge and localised capacities and responses are often framed as ‘either/or’. Developing a ‘both/and’ approach, which better supports local and national capacities to respond, while maintaining international capacity to surge, when necessary, will require a fundamental reorientation with international surge supporting and reinforcing local capacity rather than displacing it.",,report,,2024-06-01,,,https://humanitarianoutcomes.org/publications/humanitarian-surge-stuck-rut,,,,,,,,,,,,,,,,,,,Nigel Timmins|Manisha Thomas|Manuela Kurkaa Bejarano,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/ho_ukhih_surgereport_0424_exec_summary_arabic.pdf,ar,,,,,,,,
GDHO Codebook,,"Humanitarian Outcomes’ Global Database of Humanitarian Organisations (GDHO) is a compendium of organisations that provide aid in humanitarian crises. The purpose of the GDHO is to compile basic information on humanitarian providers and the global deployment of their resources in order to measure and map the size, reach, and distribution of humanitarian presence and coverage.",,report,,2024-05-01,,,https://humanitarianoutcomes.org/GDHO_codebook_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/gdho_public_codebook_2024.pdf,en,,,,,,,,
"No easy choice: A humanitarian’s guide to ethical, principled decision making",,"Humanitarians often face difficult ethical dilemmas: from immediate operational choices to bigger strategic questions. A dilemma is defined by the need to choose between two or more difficult options that could have negative consequences. A dilemma means that there is no obvious or ideal choice. Humanitarian principles (humanity, impartiality, neutrality and independence) alone do not always help us make the best decision. Principles themselves may ‘create’ the dilemma. When we face only bad options, or the principles are in conflict, ethical deliberation can help us decide on the best way to carry out principled humanitarian action.This guide offers a tool and a process for structured deliberation to help organisations and individuals make better choices for principled humanitarian action. It is based on an applied ethics approach,which addresses real-world challenges using ethical theories and principles. We encourage you to use the guide and tool in your organisations and/or adapt it for your needs. For further information about the guide or potential facilitation support in using the tool, please contact  or the authors,  and .",,report,,2024-05-01,,,https://humanitarianoutcomes.org/humanitarian_ethics_guide,,,,,,,,,,,,,,,,,,,Nigel Timmins|Manisha Thomas,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/2024_05_3_ho_ukhih_ethicsguide_0424_final_en.pdf,en,,,,,,,,
"No easy choice: A humanitarian’s guide to ethical, principled decision making",,"Humanitarians often face difficult ethical dilemmas: from immediate operational choices to bigger strategic questions. A dilemma is defined by the need to choose between two or more difficult options that could have negative consequences. A dilemma means that there is no obvious or ideal choice. Humanitarian principles (humanity, impartiality, neutrality and independence) alone do not always help us make the best decision. Principles themselves may ‘create’ the dilemma. When we face only bad options, or the principles are in conflict, ethical deliberation can help us decide on the best way to carry out principled humanitarian action.This guide offers a tool and a process for structured deliberation to help organisations and individuals make better choices for principled humanitarian action. It is based on an applied ethics approach,which addresses real-world challenges using ethical theories and principles. We encourage you to use the guide and tool in your organisations and/or adapt it for your needs. For further information about the guide or potential facilitation support in using the tool, please contact  or the authors,  and .",,report,,2024-05-01,,,https://humanitarianoutcomes.org/humanitarian_ethics_guide,,,,,,,,,,,,,,,,,,,Nigel Timmins|Manisha Thomas,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/2024_05_06_ho_ukhih_ethicsguide_0424_final_burmese.pdf,my,,,,,,,,
"No easy choice: A humanitarian’s guide to ethical, principled decision making",,"Humanitarians often face difficult ethical dilemmas: from immediate operational choices to bigger strategic questions. A dilemma is defined by the need to choose between two or more difficult options that could have negative consequences. A dilemma means that there is no obvious or ideal choice. Humanitarian principles (humanity, impartiality, neutrality and independence) alone do not always help us make the best decision. Principles themselves may ‘create’ the dilemma. When we face only bad options, or the principles are in conflict, ethical deliberation can help us decide on the best way to carry out principled humanitarian action.This guide offers a tool and a process for structured deliberation to help organisations and individuals make better choices for principled humanitarian action. It is based on an applied ethics approach,which addresses real-world challenges using ethical theories and principles. We encourage you to use the guide and tool in your organisations and/or adapt it for your needs. For further information about the guide or potential facilitation support in using the tool, please contact  or the authors,  and .",,report,,2024-05-01,,,https://humanitarianoutcomes.org/humanitarian_ethics_guide,,,,,,,,,,,,,,,,,,,Nigel Timmins|Manisha Thomas,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/2024_05_06_ho_ukhih_ethicsguide_0424_final_dari.pdf,fa,,,,,,,,
"No easy choice: A humanitarian’s guide to ethical, principled decision making",,"Humanitarians often face difficult ethical dilemmas: from immediate operational choices to bigger strategic questions. A dilemma is defined by the need to choose between two or more difficult options that could have negative consequences. A dilemma means that there is no obvious or ideal choice. Humanitarian principles (humanity, impartiality, neutrality and independence) alone do not always help us make the best decision. Principles themselves may ‘create’ the dilemma. When we face only bad options, or the principles are in conflict, ethical deliberation can help us decide on the best way to carry out principled humanitarian action.This guide offers a tool and a process for structured deliberation to help organisations and individuals make better choices for principled humanitarian action. It is based on an applied ethics approach,which addresses real-world challenges using ethical theories and principles. We encourage you to use the guide and tool in your organisations and/or adapt it for your needs. For further information about the guide or potential facilitation support in using the tool, please contact  or the authors,  and .",,report,,2024-05-01,,,https://humanitarianoutcomes.org/humanitarian_ethics_guide,,,,,,,,,,,,,,,,,,,Nigel Timmins|Manisha Thomas,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/2024_05_06_ho_ukhih_ethicsguide_0424_final_ar.pdf,ar,,,,,,,,
"No easy choice: A humanitarian’s guide to ethical, principled decision making",,"Humanitarians often face difficult ethical dilemmas: from immediate operational choices to bigger strategic questions. A dilemma is defined by the need to choose between two or more difficult options that could have negative consequences. A dilemma means that there is no obvious or ideal choice. Humanitarian principles (humanity, impartiality, neutrality and independence) alone do not always help us make the best decision. Principles themselves may ‘create’ the dilemma. When we face only bad options, or the principles are in conflict, ethical deliberation can help us decide on the best way to carry out principled humanitarian action.This guide offers a tool and a process for structured deliberation to help organisations and individuals make better choices for principled humanitarian action. It is based on an applied ethics approach,which addresses real-world challenges using ethical theories and principles. We encourage you to use the guide and tool in your organisations and/or adapt it for your needs. For further information about the guide or potential facilitation support in using the tool, please contact  or the authors,  and .",,report,,2024-05-01,,,https://humanitarianoutcomes.org/humanitarian_ethics_guide,,,,,,,,,,,,,,,,,,,Nigel Timmins|Manisha Thomas,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/2024_05_06_ho_ukhih_ethicsguide_0424-final_fr.pdf,fr,,,,,,,,
